City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
276,Coquimbo,-29.9533,-71.3436,47.93,93,0,8.05,CL,2021-07-26 06:39:32
277,Haradok,55.4624,29.9816,73.51,46,7,3.83,BY,2021-07-26 06:43:10
278,Noumea,-22.2763,166.4572,73.99,99,97,7.74,NC,2021-07-26 06:43:11
279,Sechura,-5.5569,-80.8222,65.46,86,26,11.39,PE,2021-07-26 06:43:11
280,Grand Forks,47.9417,-97.4337,64.08,77,1,0.0,US,2021-07-26 06:43:12
281,Gravdal,68.1214,13.5031,53.49,94,75,4.61,NO,2021-07-26 06:43:12
282,Kavaratti,10.5669,72.642,81.99,79,99,19.55,IN,2021-07-26 06:43:12
283,Kimamba,-6.7833,37.1333,73.65,37,100,10.58,TZ,2021-07-26 06:43:13
284,Avera,33.194,-82.5271,76.75,75,15,5.08,US,2021-07-26 06:43:13
285,Bilibino,68.0546,166.4372,58.78,50,100,8.86,RU,2021-07-26 06:43:13
286,Nanakuli,21.3906,-158.1547,82.35,69,20,4.61,US,2021-07-26 06:43:14
287,Taoudenni,22.6783,-3.9836,95.4,7,5,8.1,ML,2021-07-26 06:43:15
288,Talnakh,69.4865,88.3972,68.61,69,99,1.9,RU,2021-07-26 06:43:15
289,Pucallpa,-8.3791,-74.5539,69.76,81,7,1.68,PE,2021-07-26 06:43:15
290,Dire,12.2833,-10.9667,73.36,97,100,1.52,ML,2021-07-26 06:43:16
291,Richards Bay,-28.783,32.0377,62.4,64,0,9.93,ZA,2021-07-26 06:43:16
292,Craig,40.5153,-107.5464,71.22,59,1,3.44,US,2021-07-26 06:43:16
293,Los Llanos De Aridane,28.6585,-17.9182,67.75,94,75,16.11,ES,2021-07-26 06:43:17
294,Tessalit,20.1986,1.0114,89.56,37,99,11.21,ML,2021-07-26 06:43:17
295,Ozernovskiy,51.5,156.5167,61.0,95,100,5.1,RU,2021-07-26 06:43:18
296,Half Moon Bay,37.4636,-122.4286,68.05,84,1,1.01,US,2021-07-26 06:43:18
297,Abha,18.2164,42.5053,73.22,68,0,6.91,SA,2021-07-26 06:43:18
298,Kieta,-6.2167,155.6333,81.41,80,17,2.33,PG,2021-07-26 06:43:19
299,Acapulco,16.8634,-99.8901,80.96,86,95,5.82,MX,2021-07-26 06:38:27
300,Arman,59.7,150.1667,54.52,99,100,6.22,RU,2021-07-26 06:43:19
301,Burley,42.5357,-113.7928,71.51,40,1,4.61,US,2021-07-26 06:43:19
302,Havre-Saint-Pierre,50.2334,-63.5986,59.36,94,90,4.61,CA,2021-07-26 06:43:20
303,Sonoita,31.85,-112.8333,78.53,65,98,5.32,MX,2021-07-26 06:43:20
304,Chokurdakh,70.6333,147.9167,54.97,41,100,11.83,RU,2021-07-26 06:43:20
305,Lalibela,12.0333,39.0333,61.79,77,70,2.24,ET,2021-07-26 06:43:21
306,Zabol,32.25,67.25,93.94,14,100,1.81,AF,2021-07-26 06:43:21
307,Saint-Georges,12.0564,-61.7485,76.68,100,20,0.0,GD,2021-07-26 06:43:22
308,Turukhansk,65.8167,87.9833,86.27,37,100,7.47,RU,2021-07-26 06:43:22
309,Nizip,37.0097,37.7942,93.33,23,0,5.57,TR,2021-07-26 06:43:22
310,Manakara,-22.1333,48.0167,66.25,73,99,5.14,MG,2021-07-26 06:43:23
311,Aripuana,-9.1667,-60.6333,71.06,61,21,0.85,BR,2021-07-26 06:43:23
312,Clifton,40.8584,-74.1638,77.45,87,90,0.0,US,2021-07-26 06:43:23
313,Ixtapa,20.7,-105.2,75.22,94,100,3.0,MX,2021-07-26 06:41:22
314,Grand Baie,-20.0182,57.5802,75.45,57,1,11.01,MU,2021-07-26 06:43:24
315,Banepa,27.6298,85.5214,73.72,88,90,2.3,NP,2021-07-26 06:43:24
316,Witu,-2.3889,40.4382,80.76,55,68,20.58,KE,2021-07-26 06:43:24
317,Clemson,34.6834,-82.8374,78.04,94,1,0.0,US,2021-07-26 06:43:25
318,Tual,-5.6667,132.75,80.8,76,86,15.17,ID,2021-07-26 06:43:25
319,Nabire,-3.3667,135.4833,84.85,67,71,4.47,ID,2021-07-26 06:43:25
320,Ambilobe,-13.2,49.05,83.41,30,7,4.83,MG,2021-07-26 06:43:26
321,Tagusao,9.1924,117.8141,86.09,70,100,16.53,PH,2021-07-26 06:43:26
322,Ayagoz,47.9714,80.4392,95.11,15,97,11.07,KZ,2021-07-26 06:43:27
323,Kyshtovka,56.555,76.6271,59.72,92,100,15.82,RU,2021-07-26 06:43:27
324,Sterling,39.0062,-77.4286,78.26,90,20,5.01,US,2021-07-26 06:43:21
325,Hami,42.8,93.45,97.34,10,0,6.33,CN,2021-07-26 06:43:27
326,Hofn,64.2539,-15.2082,51.26,83,18,8.55,IS,2021-07-26 06:43:28
327,Cayenne,4.9333,-52.3333,75.09,91,90,2.3,GF,2021-07-26 06:43:28
328,Hrodna,53.6884,23.8258,71.46,64,0,6.71,BY,2021-07-26 06:43:28
329,Ambon,-3.6954,128.1814,87.94,66,40,4.61,ID,2021-07-26 06:43:29
330,Colwyn Bay,53.2948,-3.7267,64.92,83,13,4.0,GB,2021-07-26 06:43:29
331,Palmer,42.1584,-72.3287,70.97,97,90,0.0,US,2021-07-26 06:43:29
332,Cherskiy,68.75,161.3,52.48,50,0,17.83,RU,2021-07-26 06:43:30
333,Ossora,59.2353,163.0719,61.09,89,86,6.91,RU,2021-07-26 06:43:30
334,North Bend,43.4065,-124.2243,58.91,91,90,17.27,US,2021-07-26 06:43:30
335,Ugoofaaru,5.6667,73.0,82.74,75,100,11.95,MV,2021-07-26 06:43:31
336,Keuruu,62.2667,24.7,71.78,42,15,2.08,FI,2021-07-26 06:43:31
337,Kahului,20.8947,-156.47,77.88,83,31,14.14,US,2021-07-26 06:39:52
338,Fort Frances,48.5999,-93.4003,61.05,72,1,0.0,CA,2021-07-26 06:42:44
339,Lahaina,20.8783,-156.6825,78.8,90,15,11.95,US,2021-07-26 06:42:31
340,Susanino,58.1461,41.5872,71.64,41,19,7.9,RU,2021-07-26 06:43:32
341,Hengyang,26.8881,112.615,97.92,36,7,8.37,CN,2021-07-26 06:43:32
342,Aswan,24.0934,32.907,87.1,28,0,10.36,EG,2021-07-26 06:43:33
343,Liling,27.6667,113.5,93.09,40,7,9.98,CN,2021-07-26 06:43:33
344,Palmas De Monte Alto,-14.2672,-43.1619,62.26,73,0,7.96,BR,2021-07-26 06:43:33
345,Porto Santo,33.072,-16.3415,73.31,94,75,8.05,PT,2021-07-26 06:43:34
346,Belmonte,-15.8631,-38.8828,64.9,84,48,6.06,BR,2021-07-26 06:43:34
347,Vallenar,-28.5708,-70.7581,48.69,66,0,1.28,CL,2021-07-26 06:43:35
348,Novoagansk,61.9449,76.6625,53.38,96,100,16.91,RU,2021-07-26 06:43:35
349,Sharjah,25.3573,55.4033,107.76,31,6,9.22,AE,2021-07-26 06:43:35
350,Davila,18.4726,120.5763,80.58,87,100,27.02,PH,2021-07-26 06:43:36
351,Naushki,50.3828,106.1056,79.27,38,64,8.95,RU,2021-07-26 06:43:36
352,Kemijarvi,66.7131,27.4306,63.36,62,91,4.05,FI,2021-07-26 06:43:36
353,Bac Lieu,9.285,105.7244,87.3,66,93,14.2,VN,2021-07-26 06:43:37
354,Nago,26.5881,127.9761,86.45,82,100,12.66,JP,2021-07-26 06:43:37
355,Orsha,54.5153,30.4053,73.62,57,9,7.2,BY,2021-07-26 06:43:37
356,Pervomayskoye,43.919,46.7102,90.21,30,20,14.05,RU,2021-07-26 06:43:38
357,Afua,-0.1567,-50.3867,74.19,93,17,3.8,BR,2021-07-26 06:43:38
358,Oranjemund,-28.55,16.4333,64.87,32,100,14.7,NA,2021-07-26 06:43:38
359,Reyes,-14.3167,-67.3833,67.42,73,1,1.9,BO,2021-07-26 06:43:39
360,San Ignacio,17.1561,-89.0714,75.34,88,0,0.0,BZ,2021-07-26 06:43:39
361,Olafsvik,64.8945,-23.7142,49.23,85,100,11.65,IS,2021-07-26 06:43:40
362,Port Hedland,-20.3167,118.5667,84.25,18,85,11.5,AU,2021-07-26 06:43:40
363,Srandakan,-7.9386,110.2506,82.99,62,6,10.42,ID,2021-07-26 06:43:40
364,Lagoa,39.05,-27.9833,69.01,80,100,12.53,PT,2021-07-26 06:43:41
365,Sambava,-14.2667,50.1667,74.88,64,73,17.38,MG,2021-07-26 06:43:41
366,Guerrero Negro,27.9769,-114.0611,67.84,83,78,7.34,MX,2021-07-26 06:43:42
367,Cap Malheureux,-19.9842,57.6142,75.47,57,0,11.01,MU,2021-07-26 06:43:42
368,Lubumbashi,-11.6609,27.4794,57.02,51,100,12.64,CD,2021-07-26 06:43:42
369,Shieli,44.1667,66.75,97.7,22,0,18.84,KZ,2021-07-26 06:43:43
370,Corinto,37.9407,22.9573,83.41,47,0,7.67,GR,2021-07-26 06:43:43
371,Sikasso,10.9167,-7.0,72.54,94,28,4.7,ML,2021-07-26 06:43:43
372,Soe,-9.8607,124.284,83.5,25,65,9.71,ID,2021-07-26 06:43:44
373,Mount Isa,-20.7333,139.5,78.57,14,5,2.3,AU,2021-07-26 06:43:44
374,Belfort,47.6333,6.8667,69.57,87,69,3.24,FR,2021-07-26 06:43:44
375,Cody,44.5263,-109.0565,78.39,26,1,3.44,US,2021-07-26 06:43:45
376,Stromness,58.965,-3.296,59.25,95,88,9.13,GB,2021-07-26 06:40:25
377,Saint-Pierre,-21.3393,55.4781,74.88,59,0,21.85,RE,2021-07-26 06:43:45
378,Ashford,51.1459,0.8728,64.65,96,40,5.73,GB,2021-07-26 06:43:45
379,Olinda,-8.0089,-34.8553,69.53,88,75,14.97,BR,2021-07-26 06:43:46
380,Laksham,23.2472,91.1425,91.27,65,100,5.79,BD,2021-07-26 06:43:46
381,Puerto Cabezas,14.0351,-83.3888,76.96,90,100,6.26,NI,2021-07-26 06:43:46
382,Tadine,-21.55,167.8833,70.72,66,100,15.03,NC,2021-07-26 06:43:47
383,Lakes Entrance,-37.8811,147.981,62.19,62,64,11.68,AU,2021-07-26 06:43:47
384,La Rioja,42.25,-2.5,59.49,76,11,3.4,ES,2021-07-26 06:39:35
385,Lata,40.1629,-8.3327,63.05,92,39,2.28,PT,2021-07-26 06:43:48
386,Tazovskiy,67.4667,78.7,51.48,76,100,3.94,RU,2021-07-26 06:43:48
387,Bud,39.447,-86.1758,75.18,98,86,4.34,US,2021-07-26 06:43:48
388,Maicao,11.3832,-72.2432,77.27,86,100,7.4,CO,2021-07-26 06:43:49
389,Arlit,18.7369,7.3853,94.28,31,27,13.0,NE,2021-07-26 06:43:49
390,Koulikoro,14.0,-7.75,78.46,76,95,8.01,ML,2021-07-26 06:43:49
391,Yar-Sale,66.8333,70.8333,60.55,51,93,6.42,RU,2021-07-26 06:43:50
392,Okhotsk,59.3833,143.3,64.08,81,53,10.49,RU,2021-07-26 06:43:50
393,Duverge,18.3784,-71.5247,75.31,91,99,1.86,DO,2021-07-26 06:43:50
394,Lazaro Cardenas,17.9583,-102.2,79.34,88,84,4.41,MX,2021-07-26 06:43:51
395,Tacna,-18.0056,-70.2483,54.5,90,99,5.68,PE,2021-07-26 06:43:51
396,Walvis Bay,-22.9575,14.5053,72.55,28,0,21.85,NA,2021-07-26 06:43:52
397,Deder,9.3167,41.45,54.48,85,100,6.04,ET,2021-07-26 06:43:52
398,Kamenka,51.3223,42.7678,76.19,38,5,5.21,RU,2021-07-26 06:43:52
399,Cururupu,-1.8283,-44.8683,72.88,94,97,2.68,BR,2021-07-26 06:43:53
400,Husavik,66.0449,-17.3389,49.91,61,3,10.63,IS,2021-07-26 06:43:53
401,Aklavik,68.2191,-135.0107,52.63,90,100,3.24,CA,2021-07-26 06:43:53
402,Yerbogachen,61.2767,108.0108,86.59,32,41,4.72,RU,2021-07-26 06:43:54
403,Vila Velha,-20.3297,-40.2925,58.95,100,0,2.3,BR,2021-07-26 06:42:36
404,Kaeo,-35.1,173.7833,55.33,89,100,11.03,NZ,2021-07-26 06:43:55
405,Danielskuil,-28.1887,23.5395,46.04,35,64,13.29,ZA,2021-07-26 06:43:55
406,Champerico,14.3,-91.9167,80.73,85,9,5.12,GT,2021-07-26 06:43:55
407,Rorvik,64.8621,11.2373,53.71,94,90,8.05,NO,2021-07-26 06:43:56
408,Delta Del Tigre,-34.7633,-56.3853,53.71,95,0,3.0,UY,2021-07-26 06:43:56
409,Kavieng,-2.5744,150.7967,82.42,75,18,6.73,PG,2021-07-26 06:43:56
410,Samandag,36.0842,35.9771,86.52,53,0,6.93,TR,2021-07-26 06:43:57
411,Damara,4.9608,18.7035,74.62,86,100,3.78,CF,2021-07-26 06:43:57
412,San Patricio,28.017,-97.5169,84.06,92,77,5.39,US,2021-07-26 06:43:57
413,Kedrovyy,56.1667,91.8167,82.81,40,98,1.99,RU,2021-07-26 06:43:58
414,Pangnirtung,66.1451,-65.7125,50.56,93,91,5.99,CA,2021-07-26 06:43:58
415,Lauder,55.7191,-2.7476,61.95,86,29,1.28,GB,2021-07-26 06:43:58
416,Santa Cruz,-17.8,-63.1667,71.06,83,40,11.5,BO,2021-07-26 06:43:59
417,Mundo Nuevo,18.7,-95.5,78.93,78,0,2.55,MX,2021-07-26 06:43:59
418,Te Anau,-45.4167,167.7167,41.05,95,73,0.34,NZ,2021-07-26 06:44:00
419,Guye,39.7333,118.4167,88.74,56,95,10.51,CN,2021-07-26 06:44:00
420,Indianola,41.3581,-93.5574,71.4,94,0,2.3,US,2021-07-26 06:43:31
421,Mayya,61.7333,130.2811,85.32,29,6,8.79,RU,2021-07-26 06:44:01
422,Poum,-20.2333,164.0167,71.87,68,6,20.98,NC,2021-07-26 06:44:01
423,Szczytno,53.5626,20.9875,66.13,77,0,6.91,PL,2021-07-26 06:44:01
424,Mehran,33.1222,46.1646,114.28,8,4,12.68,IR,2021-07-26 06:44:02
425,Fairlie,55.756,-4.8556,62.22,92,100,4.0,GB,2021-07-26 06:44:02
426,Palu,-0.8917,119.8707,87.31,70,40,3.87,ID,2021-07-26 06:44:02
427,Teya,60.3778,92.6267,88.93,29,60,10.16,RU,2021-07-26 06:44:03
428,Port Macquarie,-31.4333,152.9167,66.16,55,0,4.56,AU,2021-07-26 06:44:03
429,Blythe,33.6103,-114.5964,86.04,61,1,5.75,US,2021-07-26 06:44:03
430,Salinopolis,-0.6136,-47.3561,76.8,87,15,6.02,BR,2021-07-26 06:43:13
431,Bow Island,49.8668,-111.3684,68.02,67,2,3.44,CA,2021-07-26 06:44:04
432,Bemidji,47.4736,-94.8803,64.69,88,1,0.0,US,2021-07-26 06:44:04
433,Miles City,46.4083,-105.8406,76.51,23,1,8.05,US,2021-07-26 06:44:05
434,Male,4.1748,73.5089,85.95,74,75,6.91,MV,2021-07-26 06:44:05
435,Ngunguru,-35.6167,174.5,55.17,78,100,10.65,NZ,2021-07-26 06:44:05
436,Mogadishu,2.0371,45.3438,80.47,61,75,18.41,SO,2021-07-26 06:44:06
437,Goma,-1.6792,29.2228,67.39,54,99,4.09,CD,2021-07-26 06:44:06
438,Marostica,45.7468,11.6579,78.69,77,1,3.87,IT,2021-07-26 06:44:07
439,Shache,38.4167,77.2406,102.83,13,0,9.15,CN,2021-07-26 06:44:07
440,Inhambane,-23.865,35.3833,66.18,77,40,6.91,MZ,2021-07-26 06:44:07
441,Kologriv,58.8275,44.3178,64.76,58,99,6.24,RU,2021-07-26 06:44:08
442,Rypefjord,70.6333,23.6667,47.95,81,75,0.0,NO,2021-07-26 06:44:08
443,Yacuiba,-22.038,-63.6797,63.99,69,100,4.18,BO,2021-07-26 06:44:09
444,Ritchie,-29.038,24.6028,42.01,35,27,10.58,ZA,2021-07-26 06:44:09
445,Khetri,27.9833,75.8,89.55,57,100,4.32,IN,2021-07-26 06:44:10
446,Murgab,37.4966,61.9714,98.47,25,0,16.11,TM,2021-07-26 06:44:10
447,Saint-Francois,46.4154,3.9054,65.17,83,0,6.91,FR,2021-07-26 06:44:10
448,Ahuimanu,21.4447,-157.8378,82.11,74,75,11.5,US,2021-07-26 06:44:11
449,Buraydah,26.326,43.975,100.85,12,7,9.89,SA,2021-07-26 06:44:11
450,Koslan,63.4564,48.8989,52.11,82,96,8.5,RU,2021-07-26 06:44:11
451,San Rafael,-34.6177,-68.3301,43.32,50,1,3.29,AR,2021-07-26 06:40:36
452,San Jeronimo,-11.9472,-75.2829,41.27,81,2,0.47,PE,2021-07-26 06:44:12
453,Atambua,-9.1061,124.8925,82.17,48,70,2.3,ID,2021-07-26 06:44:12
454,Vestmanna,62.1564,-7.1664,50.92,100,90,0.0,FO,2021-07-26 06:44:13
455,Saint-Augustin,51.226,-58.6502,54.23,85,12,5.84,CA,2021-07-26 06:44:13
456,Cozumel,20.5083,-86.9458,78.78,81,36,5.44,MX,2021-07-26 06:44:14
457,Emba,48.8264,58.1442,80.62,26,0,11.7,KZ,2021-07-26 06:44:14
458,Raudeberg,61.9875,5.1352,67.19,88,99,9.24,NO,2021-07-26 06:44:14
459,Gorontalo,0.5412,123.0595,86.22,65,84,9.42,ID,2021-07-26 06:44:15
460,Port Lincoln,-34.7333,135.8667,59.54,63,10,15.82,AU,2021-07-26 06:44:15
461,Oistins,13.0667,-59.5333,77.09,94,40,6.91,BB,2021-07-26 06:42:23
462,Pedro Juan Caballero,-22.5472,-55.7333,66.63,49,6,7.18,PY,2021-07-26 06:44:15
463,Quang Ngai,15.1167,108.8,92.44,51,99,7.99,VN,2021-07-26 06:43:55
464,Tsiroanomandidy,-18.7667,46.0333,69.75,44,29,5.57,MG,2021-07-26 06:44:16
465,Zhigansk,66.7697,123.3711,64.81,89,90,9.1,RU,2021-07-26 06:44:16
466,Kendari,-3.945,122.4989,82.99,57,100,5.95,ID,2021-07-26 06:44:17
467,Bonthe,7.5264,-12.505,75.72,87,99,6.02,SL,2021-07-26 06:44:17
468,Nizhniy Kuranakh,58.8353,125.4869,74.43,51,2,5.1,RU,2021-07-26 06:44:17
469,Ailigandi,9.2333,-78.0167,76.37,87,100,4.36,PA,2021-07-26 06:44:18
470,Atar,20.5169,-13.0499,86.92,28,0,6.67,MR,2021-07-26 06:44:18
471,Lososina,48.9975,140.3106,72.82,82,100,9.75,RU,2021-07-26 06:44:18
472,Katsuura,35.1333,140.3,82.51,67,100,18.66,JP,2021-07-26 06:44:19
473,Campos,-21.75,-41.3,59.22,92,0,5.57,BR,2021-07-26 06:44:15
474,Lekoni,-1.5843,14.2591,75.63,58,63,8.14,GA,2021-07-26 06:44:19
475,Salina Cruz,16.1667,-95.2,79.29,77,47,10.42,MX,2021-07-26 06:44:19
476,Jingdezhen,29.2947,117.2079,87.51,73,74,10.71,CN,2021-07-26 06:44:20
477,Severnoye,56.3491,78.3619,58.98,95,100,13.31,RU,2021-07-26 06:44:20
478,Lebedinyy,58.5167,125.5167,68.94,55,0,8.93,RU,2021-07-26 06:44:21
479,Maua,-23.6678,-46.4614,63.36,64,0,5.75,BR,2021-07-26 06:44:21
480,Novikovo,51.1537,37.8879,76.84,44,3,5.64,RU,2021-07-26 06:44:21
481,Saint Marys,30.7305,-81.5465,82.0,68,90,1.99,US,2021-07-26 06:44:22
482,Khartoum,15.5518,32.5324,82.02,73,36,3.0,SD,2021-07-26 06:44:22
483,San Jose,37.3394,-121.895,64.54,62,81,2.8,US,2021-07-26 06:41:05
484,Tilichiki,60.4667,166.1,53.06,99,100,4.07,RU,2021-07-26 06:44:23
485,Lauda-Konigshofen,49.5653,9.7042,70.18,83,95,6.62,DE,2021-07-26 06:44:23
486,Moshupa,-24.7782,25.4155,41.41,59,0,6.8,BW,2021-07-26 06:44:23
487,Turayf,31.6725,38.6637,95.25,28,0,9.22,SA,2021-07-26 06:44:24
488,Cihuatlan,19.2366,-104.5651,77.29,93,97,3.15,MX,2021-07-26 06:44:24
489,Port-Gentil,-0.7193,8.7815,73.36,94,20,3.44,GA,2021-07-26 06:44:24
490,Riyadh,24.6877,46.7219,105.94,11,0,8.05,SA,2021-07-26 06:43:16
491,Keflavik,64.0049,-22.5624,49.91,100,75,20.71,IS,2021-07-26 06:44:25
492,Sioux Lookout,50.1001,-91.917,61.18,94,90,0.0,CA,2021-07-26 06:44:25
493,Siemiatycze,52.4272,22.8623,76.24,63,100,12.73,PL,2021-07-26 06:44:26
494,Ongandjera,-17.8833,15.0667,57.79,44,0,15.5,NA,2021-07-26 06:44:26
495,Letterkenny,54.95,-7.7333,62.49,87,100,3.47,IE,2021-07-26 06:44:26
496,Bull Savanna,17.8868,-77.5902,75.09,86,68,5.5,JM,2021-07-26 06:44:27
497,Rockport,28.0206,-97.0544,84.22,88,40,1.99,US,2021-07-26 06:44:27
498,Apatou,5.155,-54.3472,71.74,99,76,2.15,GF,2021-07-26 06:44:27
499,Bambous Virieux,-20.3428,57.7575,75.22,68,75,12.66,MU,2021-07-26 06:44:28
500,Komatipoort,-25.4332,31.9548,61.83,62,5,4.72,ZA,2021-07-26 06:44:28
501,Zyryanka,65.75,150.85,62.13,39,57,8.68,RU,2021-07-26 06:44:29
502,Sehithwa,-20.4667,22.7167,52.03,52,0,12.77,BW,2021-07-26 06:44:29
503,Verkhnyaya Toyma,62.2349,44.9985,59.61,78,99,5.68,RU,2021-07-26 06:44:29
504,Nong Bua,15.8646,100.5858,75.96,93,100,8.21,TH,2021-07-26 06:44:30
505,Saint Austell,50.3383,-4.7658,64.02,100,75,4.61,GB,2021-07-26 06:44:30
506,Kirakira,-10.4544,161.9205,79.72,83,49,10.8,SB,2021-07-26 06:44:30
507,Nhulunbuy,-12.2333,136.7667,83.01,57,20,13.8,AU,2021-07-26 06:44:31
508,Barra Do Garcas,-15.89,-52.2567,63.14,48,20,1.77,BR,2021-07-26 06:42:12
509,Hearst,49.6835,-83.6665,57.45,99,46,4.45,CA,2021-07-26 06:40:46
510,San Blas,21.5167,-105.2667,79.84,84,65,2.89,MX,2021-07-26 06:44:31
511,Tura,25.5198,90.2201,83.62,83,100,4.9,IN,2021-07-26 06:44:32
512,Iki-Burul,45.8208,44.6472,86.34,30,100,14.36,RU,2021-07-26 06:44:32
513,Torbay,47.6666,-52.7314,56.28,94,90,4.61,CA,2021-07-26 06:43:15
514,Waipawa,-41.4122,175.5153,51.46,87,52,10.31,NZ,2021-07-26 06:44:33
515,Vanavara,60.34,102.2797,88.88,27,68,8.63,RU,2021-07-26 06:44:33
516,Ushtobe,45.2514,77.9838,105.73,10,4,9.93,KZ,2021-07-26 06:44:33
517,Sao Felix Do Xingu,-6.6447,-51.995,67.32,60,61,1.63,BR,2021-07-26 06:44:34
518,Katangli,51.7102,143.2326,80.35,64,100,7.78,RU,2021-07-26 06:44:34
519,Nouakchott,18.0858,-15.9785,75.13,81,2,17.36,MR,2021-07-26 06:44:34
520,Goundam,16.4145,-3.6708,86.76,55,91,14.85,ML,2021-07-26 06:44:35
521,Ibra,22.6906,58.5334,97.3,33,24,7.4,OM,2021-07-26 06:44:35
522,Kargasok,59.0556,80.8572,76.66,58,87,4.07,RU,2021-07-26 06:44:35
523,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,70.88,98,100,1.39,BR,2021-07-26 06:44:36
524,Quimper,48.0,-4.1,63.43,94,90,3.44,FR,2021-07-26 06:44:36
525,Rafaela,-31.2503,-61.4867,46.98,64,0,8.99,AR,2021-07-26 06:44:37
526,Natal,-5.795,-35.2094,73.62,100,40,12.66,BR,2021-07-26 06:44:21
527,Iwanai,42.9744,140.5089,79.41,68,13,3.44,JP,2021-07-26 06:44:38
528,Paamiut,61.994,-49.6678,46.62,65,100,10.02,GL,2021-07-26 06:44:38
529,Seabra,-12.4186,-41.7703,52.97,96,22,3.51,BR,2021-07-26 06:44:38
530,Phuthaditjhaba,-28.5242,28.8158,45.19,25,8,3.42,ZA,2021-07-26 06:44:39
531,Rio Claro,-22.4114,-47.5614,45.81,48,0,5.21,BR,2021-07-26 06:44:39
532,Muisne,0.6,-80.0333,75.22,86,100,6.89,EC,2021-07-26 06:44:39
533,Vutcani,46.4667,27.9667,78.24,43,5,5.61,RO,2021-07-26 06:44:40
534,Plettenberg Bay,-34.0527,23.3716,64.45,35,100,13.27,ZA,2021-07-26 06:44:40
535,Porto Novo,6.4965,2.6036,76.46,75,50,7.58,BJ,2021-07-26 06:44:40
536,Tshikapa,-6.4167,20.8,77.7,27,90,11.5,CD,2021-07-26 06:44:41
537,Igrim,63.1906,64.4162,66.6,41,17,9.1,RU,2021-07-26 06:44:41
538,Santa Fe,-31.6333,-60.7,51.03,81,0,4.0,AR,2021-07-26 06:40:10
539,Cidreira,-30.1811,-50.2056,65.62,81,100,2.57,BR,2021-07-26 06:44:42
540,Qasigiannguit,68.8193,-51.1922,52.05,65,100,6.42,GL,2021-07-26 06:44:42
541,Nome,64.5011,-165.4064,48.27,93,90,9.22,US,2021-07-26 06:44:42
542,Hegang,47.4,130.3667,91.76,43,100,11.41,CN,2021-07-26 06:44:43
543,Belyy Yar,53.6039,91.3903,82.29,54,0,4.47,RU,2021-07-26 06:44:43
544,Seymchan,62.8833,152.4333,46.63,92,100,11.54,RU,2021-07-26 06:44:43
545,Kibala,9.1104,18.3463,73.35,94,20,4.61,TD,2021-07-26 06:44:44
546,Ayan,56.45,138.1667,69.12,66,63,5.39,RU,2021-07-26 06:44:44
547,Gizo,-8.103,156.8419,82.71,74,51,4.05,SB,2021-07-26 06:44:45
548,Camabatela,-8.1881,15.375,69.64,34,83,9.31,AO,2021-07-26 06:44:45
549,Qaqortoq,60.7167,-46.0333,45.1,62,98,3.29,GL,2021-07-26 06:44:45
550,Maku,39.2911,44.4521,81.19,47,0,6.91,IR,2021-07-26 06:44:46
551,Marquette,46.5333,-87.6335,67.17,75,5,6.62,US,2021-07-26 06:44:46
552,Ostrovnoy,68.0531,39.5131,46.49,87,100,21.14,RU,2021-07-26 06:44:46
